orderID,orderDate,shipDate,shipMode,segment,custID,storeID,isReturned
ES-2020-5564504,2020-04-16,2020-04-19,First Class,Home Office,SC-20680,2258,0
ES-2020-5573165,2020-08-27,2020-08-29,First Class,Consumer,TM-21010,2225,0
ES-2020-5579249,2020-06-18,2020-06-23,Standard Class,Home Office,HP-14815,2173,0
ES-2020-5581781,2020-08-28,2020-09-01,Standard Class,Consumer,MV-18190,1638,0
ES-2020-5584061,2020-08-23,2020-08-28,Standard Class,Consumer,TH-21100,1874,0
ES-2020-5588129,2020-01-03,2020-01-07,Standard Class,Corporate,AS-10045,1697,0
ES-2020-5588419,2020-02-15,2020-02-20,Second Class,Consumer,RF-19840,1943,0
ES-2020-5590763,2020-11-06,2020-11-10,Standard Class,Consumer,BM-11140,2050,0
ES-2020-5600967,2020-07-04,2020-07-07,Second Class,Home Office,VF-21715,1614,0
ES-2020-5612922,2020-09-26,2020-10-01,Standard Class,Home Office,FC-14245,1806,0
ES-2020-5616549,2020-01-04,2020-01-06,Second Class,Consumer,ST-20530,2514,1
ES-2020-5623189,2020-09-04,2020-09-06,Second Class,Home Office,BE-11335,1807,1
ES-2020-5628468,2020-05-08,2020-05-13,Standard Class,Consumer,TH-21100,2367,0
ES-2020-5634442,2020-12-20,2020-12-22,First Class,Home Office,VM-21685,1718,0
ES-2020-5645871,2020-10-05,2020-10-09,Standard Class,Corporate,GM-14695,1738,0
ES-2020-5648133,2020-05-06,2020-05-11,Standard Class,Home Office,DB-13360,1636,1
ES-2020-5656834,2020-12-18,2020-12-25,Standard Class,Consumer,KD-16270,2245,0
ES-2020-5662945,2020-03-08,2020-03-12,Standard Class,Home Office,RB-19795,2344,0
ES-2020-5668540,2020-11-09,2020-11-09,Same Day,Corporate,BM-11575,1696,0
ES-2020-5670479,2020-07-19,2020-07-24,Standard Class,Corporate,NC-18625,1709,0
ES-2020-5671907,2020-07-04,2020-07-09,Standard Class,Corporate,JE-16165,2295,0
ES-2020-5673533,2020-12-16,2020-12-18,Second Class,Consumer,JC-15340,2592,0
ES-2020-5675257,2020-02-09,2020-02-13,Standard Class,Consumer,KT-16465,2391,0
ES-2020-5676979,2020-02-01,2020-02-07,Standard Class,Consumer,CT-11995,1900,0
ES-2020-5682943,2020-08-29,2020-09-03,Second Class,Consumer,MC-17575,1787,0
ES-2020-5685466,2020-09-03,2020-09-05,Second Class,Consumer,AS-10090,2036,1
ES-2020-5687296,2020-10-18,2020-10-22,Standard Class,Consumer,LR-16915,1878,0
ES-2020-5690968,2020-11-11,2020-11-16,Standard Class,Consumer,DD-13570,2344,0
ES-2020-5698783,2020-09-27,2020-10-01,Standard Class,Consumer,CB-12415,1956,0
ES-2020-5699059,2020-08-16,2020-08-20,Standard Class,Corporate,MG-18205,1632,0
ES-2020-5716863,2020-09-05,2020-09-10,Standard Class,Consumer,HG-14845,2340,0
ES-2020-5727837,2020-09-02,2020-09-08,Standard Class,Corporate,CA-11965,2087,0
ES-2020-5731690,2020-03-04,2020-03-08,Standard Class,Corporate,GZ-14545,1608,0
ES-2020-5731775,2020-12-31,2021-01-07,Standard Class,Home Office,GM-14455,2122,0
ES-2020-5734148,2020-02-19,2020-02-26,Standard Class,Corporate,NG-18355,1892,1
ES-2020-5742886,2020-08-05,2020-08-10,Standard Class,Home Office,TA-21385,2184,0
ES-2020-5746149,2020-06-07,2020-06-13,Standard Class,Corporate,MW-18235,1895,1
ES-2020-5746961,2020-09-20,2020-09-25,Standard Class,Corporate,CS-12250,1963,0
ES-2020-5749942,2020-04-11,2020-04-13,First Class,Home Office,CS-12400,2321,0
ES-2020-5755406,2020-06-28,2020-07-04,Standard Class,Corporate,EB-13975,2088,0
ES-2020-5762848,2020-07-09,2020-07-11,First Class,Consumer,JH-15910,2144,0
ES-2020-5778561,2020-12-07,2020-12-10,First Class,Consumer,LM-17065,2201,0
ES-2020-5780552,2020-11-19,2020-11-22,Second Class,Consumer,CV-12295,1968,0
ES-2020-5782100,2020-08-08,2020-08-12,Standard Class,Corporate,AH-10075,2222,0
ES-2020-5782657,2020-01-02,2020-01-08,Standard Class,Consumer,CC-12220,2564,0
ES-2020-5785549,2020-07-15,2020-07-18,Second Class,Consumer,JM-15250,2542,0
ES-2020-5785727,2020-10-31,2020-11-04,Standard Class,Corporate,KE-16420,2112,0
ES-2020-5788188,2020-04-08,2020-04-10,Second Class,Home Office,SM-20320,1989,0
ES-2020-5791015,2020-05-17,2020-05-22,Standard Class,Consumer,MO-17950,1829,0
ES-2020-5800327,2020-03-28,2020-03-30,Second Class,Corporate,CY-12745,1716,0
ES-2020-5802089,2020-12-16,2020-12-19,First Class,Consumer,DP-13000,1665,0
ES-2020-5810502,2020-06-13,2020-06-18,Second Class,Consumer,JM-15865,2141,0
ES-2020-5819284,2020-06-14,2020-06-20,Standard Class,Consumer,JF-15355,2245,0
ES-2020-5820516,2020-01-04,2020-01-06,Second Class,Corporate,DL-13495,1976,0
ES-2020-5827942,2020-04-02,2020-04-07,Standard Class,Consumer,PT-19090,1814,0
ES-2020-5831114,2020-02-16,2020-02-21,Standard Class,Consumer,ES-14020,1827,0
ES-2020-5847726,2020-05-23,2020-05-28,Standard Class,Consumer,KM-16720,2017,0
ES-2020-5863928,2020-06-11,2020-06-18,Standard Class,Home Office,RB-19795,1945,0
ES-2020-5869536,2020-06-10,2020-06-17,Standard Class,Corporate,NH-18610,2643,0
ES-2020-5880767,2020-11-25,2020-11-28,First Class,Corporate,MG-18205,2651,0
ES-2020-5881573,2020-11-15,2020-11-18,First Class,Consumer,PJ-19015,1865,1
ES-2020-5885216,2020-01-05,2020-01-09,Standard Class,Consumer,RM-19375,1892,0
ES-2020-5891897,2020-08-06,2020-08-09,First Class,Consumer,HF-14995,1855,0
ES-2020-5901531,2020-09-02,2020-09-09,Standard Class,Corporate,SC-20230,1729,0
ES-2020-5902450,2020-12-03,2020-12-07,Standard Class,Home Office,AH-10120,1968,0
ES-2020-5905207,2020-12-09,2020-12-12,First Class,Corporate,AH-10195,2185,0
ES-2020-5905999,2020-04-02,2020-04-07,Standard Class,Home Office,BE-11455,1731,0
ES-2020-5911126,2020-10-29,2020-10-31,Second Class,Corporate,AG-10495,1781,1
ES-2020-5912307,2020-01-18,2020-01-22,Standard Class,Consumer,MK-18160,2123,0
ES-2020-5912455,2020-03-12,2020-03-16,Standard Class,Consumer,AB-10165,2216,0
ES-2020-5917617,2020-01-19,2020-01-24,Standard Class,Consumer,IM-15070,2526,0
ES-2020-5929247,2020-12-03,2020-12-08,Standard Class,Consumer,MC-17575,2058,0
ES-2020-5939705,2020-12-17,2020-12-20,Second Class,Corporate,RW-19540,2254,0
ES-2020-5941455,2020-06-26,2020-07-01,Second Class,Corporate,CA-11965,1772,0
ES-2020-5957121,2020-09-14,2020-09-15,First Class,Consumer,RH-19495,2085,0
ES-2020-5958799,2020-04-16,2020-04-18,Second Class,Consumer,JD-15790,1771,0
ES-2020-5960221,2020-12-12,2020-12-17,Second Class,Consumer,BG-11740,1679,0
ES-2020-5961293,2020-09-25,2020-09-25,Same Day,Consumer,CD-11980,1780,0
ES-2020-5970074,2020-12-07,2020-12-13,Standard Class,Corporate,VP-21760,2253,0
ES-2020-5973321,2020-07-14,2020-07-20,Standard Class,Consumer,RH-19600,2037,0
ES-2020-5979288,2020-05-09,2020-05-09,Same Day,Corporate,YC-21895,2067,0
ES-2020-5985266,2020-06-03,2020-06-08,Standard Class,Home Office,CS-12400,2016,0
ES-2020-5988314,2020-11-22,2020-11-26,Standard Class,Corporate,KD-16615,1675,0
ES-2021-1000157,2021-06-26,2021-06-28,First Class,Corporate,CS-12490,1628,0
ES-2021-1004183,2021-07-31,2021-08-07,Standard Class,Corporate,AJ-10795,1647,0
ES-2021-1006059,2021-07-10,2021-07-14,Standard Class,Consumer,KH-16360,1823,1
ES-2021-1006842,2021-11-26,2021-11-28,Second Class,Corporate,KS-16300,1635,1
ES-2021-1009423,2021-08-20,2021-08-24,Standard Class,Home Office,HJ-14875,1675,0
ES-2021-1009946,2021-07-05,2021-07-08,Second Class,Consumer,EM-14065,1848,0
ES-2021-1010305,2021-12-17,2021-12-21,Second Class,Corporate,CA-12310,2199,0
ES-2021-1012006,2021-08-22,2021-08-24,Second Class,Consumer,TC-21295,1856,1
ES-2021-1012941,2021-01-06,2021-01-11,Standard Class,Corporate,AH-10075,1676,0
ES-2021-1015287,2021-04-16,2021-04-16,Same Day,Corporate,BN-11470,2069,1
ES-2021-1016124,2021-02-08,2021-02-13,Standard Class,Consumer,MC-18100,2585,0
ES-2021-1016961,2021-09-19,2021-09-21,Second Class,Corporate,JC-16105,2260,0
ES-2021-1026046,2021-10-20,2021-10-24,Standard Class,Consumer,TS-21610,1840,0
ES-2021-1027656,2021-07-16,2021-07-19,Second Class,Consumer,KM-16660,1665,0
ES-2021-1029595,2021-08-13,2021-08-18,Standard Class,Consumer,RD-19720,2432,0
ES-2021-1031244,2021-01-27,2021-02-02,Standard Class,Corporate,MD-17860,2194,0
ES-2021-1035204,2021-07-22,2021-07-26,Standard Class,Corporate,KM-16225,2089,0
ES-2021-1036954,2021-10-29,2021-10-29,Same Day,Consumer,PF-19225,1937,0
ES-2021-1044116,2021-01-22,2021-01-24,Second Class,Corporate,CS-12490,1787,0
ES-2021-1048212,2021-10-03,2021-10-05,First Class,Corporate,VP-21760,1879,0
ES-2021-1051601,2021-08-06,2021-08-12,Standard Class,Home Office,SM-20320,2337,0
ES-2021-1053789,2021-08-21,2021-08-23,Second Class,Home Office,MT-18070,2559,0
ES-2021-1054685,2021-05-20,2021-05-21,First Class,Consumer,MH-17455,1758,0
ES-2021-1077620,2021-06-17,2021-06-20,Second Class,Consumer,BD-11635,1675,0
ES-2021-1078296,2021-07-24,2021-07-27,First Class,Consumer,RW-19690,2397,0
ES-2021-1078928,2021-09-08,2021-09-12,Standard Class,Home Office,NK-18490,2392,0
ES-2021-1080192,2021-08-02,2021-08-07,Standard Class,Home Office,MR-17545,2514,0
ES-2021-1082027,2021-02-28,2021-03-04,Standard Class,Consumer,IM-15055,2301,0
ES-2021-1083419,2021-12-30,2022-01-03,Standard Class,Consumer,FH-14350,1968,0
ES-2021-1085728,2021-12-18,2021-12-20,First Class,Consumer,CL-11890,2657,0
ES-2021-1102132,2021-08-22,2021-08-26,Second Class,Consumer,SJ-20215,1693,0
ES-2021-1107818,2021-02-08,2021-02-11,First Class,Corporate,RF-19345,1614,0
ES-2021-1110806,2021-12-04,2021-12-06,Second Class,Corporate,LS-16945,2177,0
ES-2021-1111200,2021-01-21,2021-01-24,First Class,Consumer,PF-19165,2414,0
ES-2021-1111594,2021-01-22,2021-01-26,Standard Class,Consumer,BS-11755,2472,0
ES-2021-1112955,2021-11-14,2021-11-20,Standard Class,Corporate,SG-20890,2050,0
ES-2021-1113356,2021-08-26,2021-08-29,First Class,Corporate,RS-19420,1831,0
ES-2021-1114603,2021-12-26,2021-12-31,Standard Class,Home Office,HJ-14875,1699,0
ES-2021-1117053,2021-11-07,2021-11-12,Standard Class,Consumer,LT-17110,1794,0
ES-2021-1117642,2021-06-05,2021-06-07,Second Class,Corporate,BM-11575,1872,0
ES-2021-1119560,2021-12-19,2021-12-20,First Class,Corporate,RR-19525,2633,0
ES-2021-1120216,2021-08-22,2021-08-28,Standard Class,Consumer,DL-12865,2424,0
ES-2021-1122320,2021-10-13,2021-10-18,Standard Class,Consumer,MB-17305,1630,0
ES-2021-1133803,2021-08-06,2021-08-06,Same Day,Corporate,RW-19540,2208,0
ES-2021-1136017,2021-09-09,2021-09-09,Same Day,Home Office,RB-19465,2651,0
ES-2021-1136241,2021-08-07,2021-08-13,Standard Class,Corporate,FA-14230,1654,0
ES-2021-1137361,2021-05-17,2021-05-21,Standard Class,Consumer,CS-11860,1750,0
ES-2021-1138814,2021-05-21,2021-05-26,Standard Class,Corporate,HH-15010,2084,0
ES-2021-1139892,2021-10-24,2021-10-29,Standard Class,Consumer,SG-20080,2324,0
ES-2021-1141847,2021-06-04,2021-06-08,Standard Class,Consumer,LS-17230,2631,0
ES-2021-1150703,2021-03-06,2021-03-06,Same Day,Consumer,RO-19780,1930,0
ES-2021-1154298,2021-02-16,2021-02-22,Standard Class,Consumer,JK-15625,1743,0
ES-2021-1158805,2021-12-10,2021-12-12,Second Class,Home Office,SC-20680,1830,0
ES-2021-1160253,2021-09-30,2021-10-03,Second Class,Corporate,AH-10195,1629,0
ES-2021-1161715,2021-08-11,2021-08-16,Standard Class,Corporate,CA-11965,1877,0
ES-2021-1162801,2021-08-04,2021-08-10,Standard Class,Corporate,TC-20980,2200,0
ES-2021-1166113,2021-01-14,2021-01-19,Second Class,Consumer,RA-19285,1970,0
ES-2021-1173448,2021-01-22,2021-01-26,Standard Class,Corporate,GD-14590,2344,0
ES-2021-1178010,2021-02-25,2021-02-28,Second Class,Corporate,JB-15400,1675,1
ES-2021-1178688,2021-11-14,2021-11-21,Standard Class,Corporate,JS-15595,1613,0
ES-2021-1179960,2021-03-15,2021-03-21,Standard Class,Corporate,SH-20635,2268,0
ES-2021-1181938,2021-02-12,2021-02-16,Standard Class,Consumer,AB-10015,1763,0
ES-2021-1182889,2021-08-07,2021-08-12,Second Class,Consumer,PT-19090,1654,1
ES-2021-1183389,2021-09-08,2021-09-12,Standard Class,Consumer,MN-17935,1634,0
ES-2021-1190374,2021-01-21,2021-01-27,Standard Class,Corporate,BP-11185,1802,0
ES-2021-1193193,2021-05-21,2021-05-23,First Class,Consumer,EN-13780,1634,1
ES-2021-1193407,2021-11-25,2021-11-29,Standard Class,Consumer,SC-20845,1775,0
ES-2021-1194421,2021-06-03,2021-06-05,First Class,Home Office,PM-19135,2026,0
ES-2021-1197792,2021-01-27,2021-01-29,First Class,Corporate,LC-16930,1654,1
ES-2021-1201833,2021-10-11,2021-10-15,Standard Class,Home Office,CW-11905,1654,0
ES-2021-1204770,2021-06-03,2021-06-08,Standard Class,Consumer,RR-19315,2050,0
ES-2021-1204900,2021-10-21,2021-10-26,Standard Class,Home Office,SN-20560,1614,0
ES-2021-1205292,2021-12-24,2021-12-28,Standard Class,Corporate,ML-18040,1654,0
ES-2021-1209005,2021-06-09,2021-06-15,Standard Class,Corporate,NG-18355,2552,0
ES-2021-1213914,2021-05-24,2021-05-29,Standard Class,Home Office,CR-12580,2329,0
ES-2021-1214245,2021-08-01,2021-08-06,Second Class,Consumer,JF-15295,1605,0
ES-2021-1224526,2021-12-23,2021-12-23,Same Day,Corporate,TH-21235,2329,1
ES-2021-1237764,2021-10-30,2021-11-04,Standard Class,Consumer,NS-18505,1728,0
ES-2021-1248018,2021-08-02,2021-08-07,Standard Class,Home Office,NM-18445,2256,0
ES-2021-1251866,2021-11-15,2021-11-21,Standard Class,Home Office,AP-10720,2340,0
ES-2021-1256106,2021-09-26,2021-10-01,Standard Class,Consumer,FH-14350,1706,0
ES-2021-1271577,2021-12-30,2022-01-03,Standard Class,Consumer,PW-19240,1718,0
ES-2021-1272297,2021-06-09,2021-06-12,First Class,Consumer,BO-11425,1629,0
ES-2021-1273017,2021-05-09,2021-05-13,Standard Class,Home Office,JO-15550,2585,0
ES-2021-1274177,2021-06-19,2021-06-23,Standard Class,Home Office,BF-11170,2369,0
ES-2021-1275584,2021-08-26,2021-08-30,Standard Class,Corporate,DG-13300,2050,0
ES-2021-1275947,2021-05-05,2021-05-09,Second Class,Consumer,RC-19825,2569,0
ES-2021-1277554,2021-09-27,2021-10-03,Standard Class,Home Office,CK-12325,1665,0
ES-2021-1280356,2021-11-27,2021-12-04,Standard Class,Consumer,JC-15340,1633,0
ES-2021-1282315,2021-06-04,2021-06-07,First Class,Corporate,BW-11110,1865,0
ES-2021-1285854,2021-01-20,2021-01-24,Second Class,Consumer,EN-13780,1649,0
ES-2021-1286720,2021-08-01,2021-08-06,Standard Class,Corporate,AM-10360,2028,0
ES-2021-1287554,2021-04-30,2021-05-02,Second Class,Corporate,TS-21160,1614,0
ES-2021-1308719,2021-03-17,2021-03-22,Standard Class,Consumer,LC-16885,1689,0
ES-2021-1309397,2021-01-28,2021-02-01,Standard Class,Consumer,ES-14020,2285,0
ES-2021-1311038,2021-02-07,2021-02-11,Standard Class,Corporate,AS-10045,1604,0
ES-2021-1311351,2021-12-19,2021-12-26,Standard Class,Home Office,JJ-15760,2220,0
ES-2021-1313311,2021-06-05,2021-06-12,Standard Class,Consumer,JK-15730,1654,0
ES-2021-1314291,2021-08-12,2021-08-16,Standard Class,Consumer,ZC-21910,2274,0
ES-2021-1324878,2021-07-03,2021-07-08,Standard Class,Consumer,RR-19315,1626,0
ES-2021-1325616,2021-03-04,2021-03-08,Standard Class,Corporate,LA-16780,2039,1
ES-2021-1325954,2021-08-14,2021-08-18,Second Class,Consumer,MH-17455,1680,0
ES-2021-1331794,2021-03-06,2021-03-08,First Class,Corporate,FW-14395,1607,0
ES-2021-1332952,2021-04-16,2021-04-21,Second Class,Corporate,FA-14230,1865,0
ES-2021-1338508,2021-09-23,2021-09-25,Second Class,Consumer,CC-12220,1738,0
ES-2021-1343492,2021-10-13,2021-10-18,Standard Class,Consumer,NF-18385,1887,0
ES-2021-1345837,2021-03-06,2021-03-12,Standard Class,Corporate,JG-15805,2032,0
ES-2021-1350378,2021-08-13,2021-08-18,Standard Class,Corporate,TS-21160,2592,0
ES-2021-1354154,2021-10-30,2021-11-03,Second Class,Corporate,NS-18640,2433,0
ES-2021-1356130,2021-08-06,2021-08-07,First Class,Consumer,SK-19990,1758,0
ES-2021-1359331,2021-07-16,2021-07-20,Second Class,Home Office,TT-21460,2291,0
ES-2021-1364039,2021-03-19,2021-03-23,Standard Class,Corporate,JM-15655,2001,0
ES-2021-1366621,2021-06-19,2021-06-25,Standard Class,Home Office,MZ-17335,1629,0
ES-2021-1367750,2021-11-29,2021-12-03,Standard Class,Corporate,EB-13750,2010,0
ES-2021-1378862,2021-11-18,2021-11-20,Second Class,Consumer,DM-13015,2533,0
ES-2021-1383281,2021-06-09,2021-06-14,Standard Class,Consumer,JP-15520,2197,0
ES-2021-1385362,2021-11-17,2021-11-20,First Class,Corporate,KC-16255,1807,0
ES-2021-1386555,2021-05-30,2021-06-04,Standard Class,Home Office,KF-16285,2341,0
ES-2021-1393638,2021-06-27,2021-06-28,First Class,Home Office,DH-13675,1893,0
ES-2021-1398657,2021-09-05,2021-09-11,Standard Class,Corporate,CV-12805,1630,1
ES-2021-1406762,2021-11-26,2021-12-01,Standard Class,Consumer,JE-15475,2036,0
ES-2021-1415600,2021-07-07,2021-07-12,Standard Class,Corporate,DK-12835,2145,0
ES-2021-1419291,2021-06-13,2021-06-15,Second Class,Corporate,AR-10825,1705,0
ES-2021-1424904,2021-08-06,2021-08-13,Standard Class,Corporate,SF-20965,2102,0
ES-2021-1429134,2021-05-29,2021-06-04,Standard Class,Consumer,LS-17230,2514,0
ES-2021-1436831,2021-06-23,2021-06-27,Standard Class,Consumer,AP-10915,1874,0
ES-2021-1443883,2021-04-25,2021-04-28,Second Class,Consumer,CC-12370,1979,0
ES-2021-1470462,2021-07-02,2021-07-06,Standard Class,Consumer,DK-13090,1789,0
ES-2021-1472055,2021-06-04,2021-06-04,Same Day,Home Office,EL-13735,1626,0
ES-2021-1472763,2021-09-12,2021-09-16,Second Class,Corporate,DK-13225,1734,0
ES-2021-1474425,2021-09-16,2021-09-22,Standard Class,Home Office,AP-10720,2303,0
ES-2021-1475385,2021-12-12,2021-12-16,Standard Class,Consumer,NM-18520,1875,0
ES-2021-1480923,2021-03-15,2021-03-22,Standard Class,Home Office,AW-10930,1814,0
ES-2021-1486090,2021-05-02,2021-05-08,Standard Class,Consumer,EC-14050,1717,0
ES-2021-1486384,2021-08-08,2021-08-11,First Class,Consumer,JW-16075,1633,0
ES-2021-1495807,2021-07-27,2021-07-31,Standard Class,Corporate,BW-11110,1688,0
ES-2021-1497718,2021-06-24,2021-06-26,Second Class,Corporate,JK-15325,2627,0
ES-2021-1498386,2021-04-17,2021-04-21,Standard Class,Corporate,MD-17860,1807,0
ES-2021-1503928,2021-06-10,2021-06-14,Standard Class,Consumer,DL-13330,1757,0
ES-2021-1504792,2021-08-02,2021-08-05,Second Class,Consumer,HA-14920,1724,0
ES-2021-1511007,2021-09-04,2021-09-08,Standard Class,Corporate,AH-10030,2618,0
ES-2021-1513855,2021-07-31,2021-08-06,Standard Class,Corporate,HW-14935,2013,0
ES-2021-1515279,2021-08-08,2021-08-14,Standard Class,Home Office,EL-13735,1734,0
ES-2021-1518275,2021-01-31,2021-01-31,Same Day,Corporate,JG-15805,1630,0
ES-2021-1526550,2021-02-22,2021-02-26,Standard Class,Home Office,DS-13030,2299,1
ES-2021-1530779,2021-02-01,2021-02-07,Standard Class,Consumer,JM-15535,1611,0
ES-2021-1532030,2021-08-23,2021-08-23,Same Day,Consumer,SH-20395,2519,0
ES-2021-1538808,2021-06-30,2021-07-04,Standard Class,Home Office,DB-12910,2050,0
ES-2021-1540015,2021-09-03,2021-09-07,Standard Class,Consumer,GW-14605,2209,0
ES-2021-1540287,2021-01-09,2021-01-13,Second Class,Corporate,AJ-10795,1675,0
ES-2021-1540903,2021-06-23,2021-06-27,Standard Class,Consumer,ML-17410,2083,0
ES-2021-1559544,2021-08-21,2021-08-25,Standard Class,Corporate,DP-13105,2242,0
ES-2021-1564471,2021-09-10,2021-09-15,Standard Class,Consumer,SW-20455,1896,0
ES-2021-1566594,2021-05-10,2021-05-15,Standard Class,Consumer,VS-21820,1891,0
ES-2021-1569434,2021-08-04,2021-08-07,First Class,Corporate,AH-10030,1607,0
ES-2021-1572368,2021-08-18,2021-08-18,Same Day,Consumer,AR-10510,2078,0
ES-2021-1577544,2021-08-22,2021-08-28,Standard Class,Home Office,SC-20050,2117,0
ES-2021-1578661,2021-09-11,2021-09-17,Standard Class,Corporate,BO-11350,1976,0
ES-2021-1581942,2021-12-25,2021-12-31,Standard Class,Consumer,ST-20530,1724,0
ES-2021-1583833,2021-07-31,2021-08-04,Standard Class,Home Office,DP-13390,2260,0
ES-2021-1585323,2021-05-07,2021-05-11,Standard Class,Consumer,SC-20380,1816,0
ES-2021-1601908,2021-09-15,2021-09-20,Second Class,Corporate,TH-21115,2098,0
ES-2021-1615264,2021-08-16,2021-08-21,Standard Class,Consumer,GZ-14470,2324,0
ES-2021-1618066,2021-10-17,2021-10-22,Second Class,Home Office,BD-11560,1665,0
ES-2021-1620754,2021-01-31,2021-02-03,First Class,Consumer,GH-14665,1948,1
ES-2021-1626952,2021-09-01,2021-09-03,Second Class,Consumer,WB-21850,2269,0
ES-2021-1627638,2021-12-04,2021-12-09,Standard Class,Consumer,NG-18430,1636,1
ES-2021-1631439,2021-11-11,2021-11-16,Standard Class,Corporate,TC-21145,2284,0
ES-2021-1637041,2021-10-20,2021-10-22,First Class,Corporate,DB-13555,1647,1
ES-2021-1648769,2021-11-17,2021-11-20,Second Class,Corporate,CS-12250,1891,0
ES-2021-1651774,2021-07-03,2021-07-08,Standard Class,Consumer,GH-14425,1992,1
ES-2021-1656071,2021-02-17,2021-02-19,First Class,Corporate,DL-13495,1930,0
ES-2021-1666545,2021-01-29,2021-02-04,Standard Class,Consumer,TS-21085,1922,0
ES-2021-1666831,2021-08-06,2021-08-12,Standard Class,Corporate,PB-19210,1893,0
ES-2021-1667007,2021-11-03,2021-11-07,Standard Class,Corporate,DM-13525,2119,0
ES-2021-1670293,2021-08-20,2021-08-24,Standard Class,Consumer,PB-19150,1654,0
ES-2021-1678899,2021-08-04,2021-08-08,Standard Class,Consumer,TM-21010,1665,0
ES-2021-1679056,2021-09-25,2021-10-01,Standard Class,Consumer,KA-16525,1647,0
ES-2021-1681793,2021-04-03,2021-04-08,Standard Class,Corporate,ER-13855,2001,0
ES-2021-1686107,2021-05-12,2021-05-15,Second Class,Corporate,JB-15400,2424,0
ES-2021-1694278,2021-08-19,2021-08-22,First Class,Corporate,JG-15805,1665,0
ES-2021-1695428,2021-12-31,2022-01-02,Second Class,Consumer,RD-19480,1965,0
ES-2021-1703772,2021-10-02,2021-10-07,Standard Class,Corporate,DK-13225,1654,1
ES-2021-1710298,2021-10-30,2021-11-05,Standard Class,Consumer,RD-19720,1880,0
ES-2021-1719561,2021-06-18,2021-06-23,Standard Class,Consumer,GH-14665,2197,0
ES-2021-1722822,2021-05-02,2021-05-05,Second Class,Consumer,BW-11065,2633,0
ES-2021-1723161,2021-08-25,2021-08-30,Standard Class,Consumer,AT-10735,2418,0
ES-2021-1723873,2021-05-02,2021-05-03,First Class,Consumer,RD-19720,2320,0
ES-2021-1726240,2021-04-07,2021-04-11,Standard Class,Consumer,KW-16435,1640,0
ES-2021-1728888,2021-12-20,2021-12-25,Standard Class,Consumer,JH-15985,2106,0
ES-2021-1734818,2021-12-17,2021-12-23,Standard Class,Consumer,JM-15535,2135,1
ES-2021-1749985,2021-05-12,2021-05-15,First Class,Consumer,TM-21490,1633,0
ES-2021-1753356,2021-05-29,2021-06-01,Second Class,Consumer,DL-13315,1654,0
ES-2021-1756848,2021-03-12,2021-03-17,Standard Class,Home Office,PC-19000,2052,0
ES-2021-1757411,2021-11-15,2021-11-21,Standard Class,Consumer,CJ-12010,1958,0
ES-2021-1766652,2021-08-09,2021-08-15,Standard Class,Home Office,ML-17755,1748,0
ES-2021-1771479,2021-01-28,2021-01-29,First Class,Consumer,LS-17245,1617,0
ES-2021-1779830,2021-11-06,2021-11-11,Standard Class,Corporate,NC-18625,1629,0
ES-2021-1783355,2021-12-26,2021-12-30,Standard Class,Home Office,JS-15940,1873,0
ES-2021-1808409,2021-07-14,2021-07-16,Second Class,Consumer,JK-15205,1629,0
ES-2021-1817870,2021-12-16,2021-12-19,Second Class,Consumer,IM-15055,1732,0
ES-2021-1822203,2021-08-26,2021-09-01,Standard Class,Consumer,JF-15295,1629,0
ES-2021-1831907,2021-12-01,2021-12-06,Standard Class,Consumer,SC-20800,2036,0
ES-2021-1833179,2021-02-25,2021-03-02,Standard Class,Corporate,PB-19210,2244,0
ES-2021-1834054,2021-09-06,2021-09-11,Standard Class,Consumer,JW-16075,1628,0
ES-2021-1839297,2021-07-03,2021-07-07,Standard Class,Home Office,SN-20560,2050,0
ES-2021-1848240,2021-02-11,2021-02-13,First Class,Corporate,MG-18205,1636,0
ES-2021-1854100,2021-09-06,2021-09-06,Same Day,Home Office,ME-17320,2082,0
ES-2021-1855692,2021-06-12,2021-06-18,Standard Class,Consumer,NS-18505,2176,0
ES-2021-1856774,2021-09-02,2021-09-07,Standard Class,Corporate,RF-19345,1730,0
ES-2021-1856946,2021-12-24,2021-12-28,Standard Class,Consumer,SW-20455,1675,0
ES-2021-1867993,2021-05-08,2021-05-11,First Class,Corporate,AS-10285,1978,0
ES-2021-1871238,2021-12-25,2021-12-29,Standard Class,Corporate,VW-21775,1724,0
ES-2021-1872018,2021-03-29,2021-04-02,Second Class,Corporate,LC-16930,1690,0
ES-2021-1872792,2021-08-14,2021-08-16,First Class,Corporate,BF-11275,1609,0
ES-2021-1873734,2021-04-29,2021-04-29,Same Day,Corporate,FA-14230,2094,1
ES-2021-1874741,2021-06-14,2021-06-19,Standard Class,Consumer,JH-15430,1755,0
ES-2021-1876230,2021-03-04,2021-03-09,Standard Class,Consumer,JF-15565,1826,0
ES-2021-1879715,2021-08-22,2021-08-25,Second Class,Consumer,BG-11740,1982,0
ES-2021-1879971,2021-04-14,2021-04-16,First Class,Corporate,ON-18715,2119,0
ES-2021-1903302,2021-08-13,2021-08-17,Standard Class,Corporate,DG-13300,1636,0
ES-2021-1913133,2021-09-19,2021-09-21,Second Class,Home Office,GH-14410,1700,0
ES-2021-1913487,2021-10-08,2021-10-12,Standard Class,Consumer,CM-12445,1654,0
